customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9662-UZFCV,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,91.47,593.4,No
8126-VEHPU,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.15,71.7,No
4463-BRBMV,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.04,1032.67,Yes
5989-FEHJV,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.74,5604.7,Yes
8293-VCKQT,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,2656.77,Yes
3541-KSDTF,Female,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.37,1319.46,No
1872-PVKAR,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,88.57,3259.29,Yes
9768-QYDCM,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.79,4036.38,No
9460-XAHMY,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.39,143.68,No
7628-YEXQT,Female,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.23,1606.89,No
7798-PADKL,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94,4896.09,Yes
8006-JHFHU,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.21,2916.15,Yes
1040-RPTGU,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.21,1708.23,Yes
3099-GNKTJ,Female,1,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.99,1209.07,Yes
6740-EVNFG,Female,0,No,No,35,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,53.8,1794.82,No
1909-QUBSW,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.44,1302.64,No
6846-AZVNW,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.39,3398.58,No
7919-SHTCF,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,93.72,4373.83,No
1787-MKQNK,Female,1,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,83.51,2380.8,No
8179-RJFMX,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.95,2353.52,No
7876-TBQPK,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.32,1722.22,No
8895-RFSAS,Male,0,No,Yes,49,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,59.37,2854.44,No
5553-LBBJX,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.27,308.36,Yes
6198-CGUNR,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.31,3118.46,Yes
2978-RADSL,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.65,5653.5,Yes
8161-VYSFD,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,93.78,373.63,No
2596-AEFDX,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.2,1741.37,Yes
9800-JLJQE,Female,1,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),92.62,4215.1,No
5454-SBCWS,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.84,127.12,No
6061-MDVZG,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,88.86, ,Yes
9706-PWQZK,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),81.83,911.86,No
8560-KPTAM,Male,0,Yes,Yes,16,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),64.82,1034.46,No
6787-UJUCR,Female,1,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.62,5056.45,No
4724-HRRPF,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.82,985.73,No
2695-KTCBH,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.15,1545.03,No
7383-GQHKB,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.32,582.79,No
1928-CEMCL,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,96.91,3691.65,No
6950-JRPGG,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.11,5384.27,Yes
6200-JXNMK,Female,0,No,Yes,62,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.46,3844.1,No
7372-SNTUG,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),110.48,520.67,Yes
3871-TJCAS,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),58.3,327.2,Yes
3384-BARKV,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.35,1577.2,No
4436-YRGDC,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,58.33,3192.24,No
4012-BWJFP,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),61.25,3226.24,No
5033-NGHGA,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.3,2778.23,No
9727-TZSAD,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.27,1652.89,Yes
2997-XXEQG,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.77,1059.08,Yes
8117-GLBUV,Male,1,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,109.44,5618.14,No
2932-RQGYN,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,55.47,3581.72,No
8278-PXKCE,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),84.49,5816.17,No
9705-LQWKN,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.29,1524.75,No
7822-ENBZH,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.02,3932.65,No
5583-VWMJH,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.67,475.96,Yes
6484-YPSRD,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.67,1189.82,No
2786-XNZEE,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.89,523.11,Yes
1685-ESXES,Male,1,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.06,2712.31,No
7476-MAYNE,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),58.1,455.92,Yes
5821-LMVRG,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.41,1533.3,No
3988-CUHZV,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.98,407.53,No
6096-DZTPQ,Female,1,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.7,1054.18,No
7158-NHPXH,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.63,422.81,No
1669-KHFAD,Female,1,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.45,3383.51,No
9490-MBJSB,Male,1,No,Yes,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.52,2699.09,No
4676-YANUG,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.84,3945.35,No
8096-XGXGZ,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.86,1413.19,Yes
1295-MQJPR,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,64.28,3363.63,No
6993-WBRRX,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,59.74,2793.43,No
3313-FJAXB,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.32,4027.03,No
6960-MKHWB,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.48,782.56,No
8280-XANMF,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.11,2747.24,No
4004-RRZGJ,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.87,2153.95,No
5825-TUFMK,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.22,1028.46,Yes
7144-XKPVF,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.35,1755.94,Yes
2282-CSYSF,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,75.85,1618.12,No
1018-XHUTN,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,81.28,1052.96,No
1298-ZCKMS,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,74.2,2901.84,No
2837-GQHJP,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.03,4889.74,No
8200-CSNML,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.03,75.58,Yes
5391-SPBEW,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.99,788.26,Yes
3190-UPSKB,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.52,1743.75,No
1974-GDDJY,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.29,2468.57,No
4330-MWSWM,Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.22,937.75,Yes
6826-WTHZM,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.83,2383.15,Yes
2184-DVXLB,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,63.59,370.99,Yes
8167-EBQDT,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,78.93,4676.05,No
7113-NVBRG,Male,0,No,Yes,48,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,60.16,2709.49,No
2990-NYZSL,Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.1,435.99,No
5209-DZAGM,Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.94,371.93,No
6251-MBSJG,Female,0,No,Yes,50,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.09,2785.03,Yes
4299-TAASH,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.51,2740.68,No
6536-KUMCH,Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.26,3725.25,No
5231-VBCEE,Female,1,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.48,1245.24,No
5246-DMDXH,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,64.35,4338.72,No
8099-YDRKW,Female,1,No,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,61.03,674.26,No
5082-VXFDT,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.08,1078.52,Yes
7580-HHGGY,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.0,1401.6,No
2163-VQWQR,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,62.6,2436.6,No
6868-MYBCY,Female,0,No,No,28,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,68.77,1875.96,No
4312-GKFVY,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.7,4945.95,Yes
7482-GDXLU,Male,0,No,Yes,41,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.63,2623.73,No
2767-GVBZL,Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.48,1267.42,No
9587-GCKRB,Male,0,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,67.95,1011.04,Yes
8172-MNZZP,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,82.62,4060.06,No
6033-GFXER,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),58.84,2173.34,No
1598-PVQJQ,Male,0,Yes,No,65,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),49.45,3108.65,No
1360-QBKCM,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.61,2260.8,No
7992-FLFBP,Female,1,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,98.41,1744.24,Yes
3268-QDCCF,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.39,66.09,Yes
5620-TKRNB,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.96,1447.66,No
5361-URQLY,Female,0,No,No,53,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,58.99,3124.13,No
4761-LPBSZ,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,59.01,1121.95,No
6191-MWXKY,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.18,1039.9,No
4892-MWZCZ,Male,1,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.62,847.69,No
9383-XQZLP,Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.53,3387.19,No
7213-SBLPN,Female,0,No,No,65,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,59.47,3693.49,No
8661-BPNKE,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.1,1411.12,No
3855-MCZNB,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.86,1542.1,No
8427-KALJN,Female,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.75,3531.45,Yes
8160-PGNEW,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.56, ,Yes
8728-RCVEV,Male,1,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,53.26,155.75,No
9566-CCXTD,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.06,1992.99,No
8448-FAGKF,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),67.42,3445.77,No
6119-ZSHLL,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.52,231.35,Yes
5814-RLZCP,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.75,3332.94,No
2685-EWQQE,Female,0,No,No,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.67,4370.65,No
3457-HKRVF,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.61,1320.72,No
3464-ZDKTK,Female,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.68,2247.89,No
8005-HHQLP,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,92.41,3590.85,No
6489-MFFNG,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.68,195.27,No
7459-DPXSB,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.39, ,Yes
4575-PENMM,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),61.88,1387.06,Yes
2809-ESGBC,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,64.53,3554.66,No
9415-VNGDG,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.03, ,Yes
7759-SATZR,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.62,1430.18,No
8299-PGUNQ,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.84,1399.5,Yes
7425-GKEEZ,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.99,214.93,Yes
3527-UTSVQ,Male,1,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.7,426.88,Yes
1681-VBFPL,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,104.94,5062.82,Yes
5366-HZULL,Female,0,Yes,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.51,169.65,Yes
1392-XJBCS,Male,0,No,No,38,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.54,2194.08,No
5816-MLXCM,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.53,5388.85,No
8364-DBGPB,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),88.25,3498.54,No
4568-PUEQE,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.94,2162.54,No
4605-QVZMZ,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,97.04,6057.99,No
2414-NZEKJ,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,89.78,418.6,No
2535-PMTSH,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.99,1395.17,Yes
8876-WBZVF,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.49,354.67,No
2077-VSDXY,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),53.57, ,No
3001-YTTFX,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.21,6121.08,No
2991-QCTBK,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.64,379.19,No
5892-WTMLT,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,94.2,448.51,Yes
8205-RPSTE,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.55,1432.73,No
6305-YZRRA,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),91.69,6152.53,No
1680-LXHCW,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.24,346.98,No
4226-BHHJM,Male,1,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,492.29,No
9841-ZSLEJ,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),94.32,4506.2,No
1572-KXMWA,Male,0,Yes,Yes,31,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,58.94,1781.11,No
4445-XHCLR,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.55,4915.4,No
5850-RDPEN,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.04,869.55,Yes
2028-HAUJR,Female,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.33,4400.71,No
3605-FHHLD,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,86.43,3444.18,No
8138-BMTVW,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,97.08, ,No
6761-KPKZC,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.14,1140.48,No
6831-BCHEG,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.81, ,Yes
2410-JNKCE,Male,0,No,No,61,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.7,3862.8,No
8955-GKPCW,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.96,6549.66,No
1490-TNDKA,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.98,882.6,Yes
7533-TDEFD,Female,0,No,No,38,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),69.96,2503.87,No
4673-CVVLB,Female,0,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,83.76,1983.49,No
2608-DBFQH,Female,1,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.36,223.77,No
3129-CPHVG,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.79,1422.99,No
8098-JWPSP,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.87,57.92,Yes
9855-EQYUC,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.11,88.2,No
