gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,15,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,38.06,545.47,No
Female,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,65.26,3838.09,No
Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.29,0.0,No
Male,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,65.57,4242.31,No
Female,0,Yes,No,56,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),69.84,3728.37,No
Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,60.88,809.18,No
Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,93.81,4598.62,No
Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.63,3058.42,Yes
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,96.01,2248.84,No
Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.02,998.09,No
Male,0,No,Yes,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,75.61,0.0,Yes
Female,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.12,5345.51,Yes
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,88.36,4986.26,No
Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.67,328.54,Yes
Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),74.02,476.8,No
Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.38,832.14,No
Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),64.84,2054.81,No
Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.54,1330.19,No
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.54,1511.18,No
Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,63.79,239.85,No
Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.94,1152.68,Yes
Male,0,No,Yes,42,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),56.67,2351.25,No
Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),79.73,1985.83,No
Female,1,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,93.57,6579.23,No
Male,0,Yes,Yes,48,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),46.78,2235.56,No
Male,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.22,1544.92,No
Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.68,4302.11,No
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),69.58,2126.19,No
Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.21,2887.1,No
Female,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,3971.51,No
Female,0,No,Yes,31,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.86,2299.43,No
Male,0,No,Yes,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.76,2923.28,No
Female,1,Yes,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,57.44,1663.45,No
Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.47,2865.24,No
Male,0,No,Yes,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,65.76,2198.68,No
Female,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,52.36,2114.12,No
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.8,2143.8,Yes
Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),86.9,688.16,No
Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),76.29,1372.06,No
Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.39,602.42,Yes
Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),98.11,2205.49,No
Male,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.67,1597.9,No
Male,1,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.23,2766.26,No
Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.44,1540.45,No
Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.35,2164.78,Yes
Female,1,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),66.07,1216.04,Yes
Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.76,1268.38,Yes
Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.15,2008.76,No
Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.36,4466.35,No
Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.26,2587.63,Yes
Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.13,1944.63,No
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.16,1021.38,No
Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.86,1266.92,No
Male,0,No,No,32,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,81.41,2522.88,Yes
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,83.9,4163.99,No
Male,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.57,2456.76,No
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.98,553.8,Yes
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.17,1523.95,No
Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.0,2974.25,No
Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.41,1434.3,No
Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.52,914.77,No
Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.61,0.0,Yes
Female,0,No,Yes,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.96,4804.53,No
Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.56,1476.8,Yes
Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.69,5934.73,No
Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.01,1099.46,Yes
Female,0,Yes,No,16,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.96,810.51,Yes
Male,1,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,65.35,1285.4,No
Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.1,3409.42,No
Male,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.49,194.6,No
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,83.96,4047.2,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),83.0,313.42,Yes
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,98.28,5040.47,No
Male,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.93,3827.77,No
Female,1,No,No,34,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,73.12,2309.41,No
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.92,4425.3,No
Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.99,1651.6,No
Female,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,62.29,2535.79,No
Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.88,1667.79,No
Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.23,801.68,No
Female,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.48,58.27,Yes
Female,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,55.99,3818.44,No
Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,103.26,4020.37,Yes
Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,95.09,2919.35,No
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.13,123.88,Yes
Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,77.22,438.23,No
Female,1,Yes,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.7,1100.89,Yes
Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.31,4966.4,Yes
Male,1,Yes,Yes,52,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,58.43,2970.77,No
Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,81.98,2414.3,No
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),95.82,5035.78,Yes
Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.62,852.36,Yes
Female,0,No,No,64,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.35,4028.81,No
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.25,1861.26,Yes
Female,1,No,Yes,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.44,2752.11,Yes
Male,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.2,891.38,No
Female,1,Yes,Yes,49,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,71.79,3417.6,Yes
Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.05,734.59,Yes
Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),50.93,3279.96,No
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.13,522.98,No
Male,0,No,Yes,39,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,77.9,2803.57,No
Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),101.98,4969.13,No
Male,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67.44,3150.15,No
Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,90.01,3468.65,No
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.99,1256.72,No
Male,0,No,Yes,70,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.28,5357.49,Yes
Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),77.58,4123.1,No
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,1149.54,No
Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),86.29,4687.52,No
Female,0,No,No,36,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.06,1466.38,Yes
Male,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,45.22,1643.48,No
Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.98,1827.31,No
Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,97.68,3619.31,Yes
Male,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.94,4888.12,No
Female,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.54,2896.32,Yes
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.13,487.49,Yes
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.77,1207.61,No
Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.67,1003.15,No
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),102.06,3835.89,No
Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.42,553.26,No
Male,1,No,No,13,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.28,1150.81,Yes
Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,89.11,4532.63,Yes
Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),99.4,1709.83,No
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.99,135.48,No
Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),57.3,1970.82,No
Male,1,Yes,Yes,51,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,3756.87,Yes
Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.43,1052.59,No
Male,1,No,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.48,1830.49,Yes
Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.67,872.38,No
Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.66,2107.93,No
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.96,799.57,Yes
Female,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.19,1611.68,No
Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.56,797.88,No
Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.91,1120.23,No
Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.24,4150.24,No
Male,0,No,Yes,66,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.76,4768.07,Yes
Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.34,3270.72,Yes
Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,85.43,2900.27,No
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,89.32,4667.75,No
Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,101.25,6235.97,No
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.47,0.0,Yes
Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.03,1720.96,Yes
Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.0,660.51,Yes
Male,1,Yes,No,60,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,55.86,3311.5,No
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.0,24.15,Yes
Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.76,270.37,Yes
Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.2,0.0,No
Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.91,5155.7,No
Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.3,51.52,No
Male,0,No,Yes,19,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),70.11,1301.65,No
Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,72.37,2684.94,Yes
Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.71,2292.37,Yes
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.81,160.17,No
Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.04,724.97,No
Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.34,4604.67,No
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,88.47,1760.98,No
Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.4,3006.06,Yes
Female,1,No,No,34,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.43,2164.78,Yes
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,82.6,1316.94,No
Female,0,No,Yes,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.67,0.0,Yes
Male,1,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,94.04,5296.89,No
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,82.99,5913.13,No
Male,1,No,No,37,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,83.96,2963.91,No
Female,0,No,Yes,60,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.3,5531.18,No
Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.15,2062.46,Yes
Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.32,1816.17,No
Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.73,3417.06,Yes
Male,1,No,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,65.58,3672.71,No
Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.39,3876.34,No
Male,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,52.23,3478.79,No
Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),82.42,3088.47,No
Female,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.98,4765.62,No
Male,0,No,Yes,68,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),56.59,3811.23,No
Male,1,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),83.26,4275.16,No
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.1,714.07,No
Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),57.42,322.86,Yes
Female,1,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,515.01,No
Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,80.17,3981.05,Yes
Female,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,54.73,3226.91,No
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.85,5111.17,No
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.57,3748.74,No
Female,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),91.05,3303.89,No
Male,0,No,Yes,70,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,65.0,4297.12,No
Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,304.72,Yes
Male,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.74,1127.24,No
Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),81.52,3059.76,No
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.93,3234.74,No
Female,1,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.64,2640.1,No
Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,88.68,3993.7,No
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.83,6159.72,No
Male,1,Yes,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,61.08,1749.91,No
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,89.67,675.0,Yes
Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,73.29,630.16,Yes
Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.09,409.14,Yes
